Year,Quarter,Location Description,Data Source,Topic Description,Measure Description,Provision Group Description,Provision,Value,Citation,Enacted Date,Effective Date,Comments
2004,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2005,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2006,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2006,3,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2006,2,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2006,1,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2007,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2007,3,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2007,2,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2007,1,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2008,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2008,3,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2008,2,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2008,1,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2009,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2009,3,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2009,2,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2009,1,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2010,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2010,3,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2010,2,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2010,1,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2011,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2011,3,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2011,2,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2011,1,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2012,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2012,3,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2012,2,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2012,1,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2013,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2013,3,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2013,2,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2013,1,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2014,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2014,3,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2014,2,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2014,1,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2015,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2015,3,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2015,2,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2015,1,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2016,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2016,3,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2016,2,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2016,1,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2017,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2017,3,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2017,2,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2017,1,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2018,4,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2018,3,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2018,2,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
2018,1,New Mexico,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.M. STAT. ANN. § 30-49-3(B),1993,1993,
1995,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1996,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1997,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1998,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1999,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2000,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2001,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2002,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2003,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2004,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2005,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2006,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2006,3,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2006,2,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2006,1,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2007,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2007,3,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2007,2,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2007,1,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2008,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2008,3,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2008,2,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2008,1,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2009,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2009,3,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2009,2,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2009,1,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2010,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2010,3,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2010,2,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2010,1,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2011,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2011,3,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2011,2,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2011,1,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2012,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2012,3,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2012,2,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2012,1,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2013,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2013,3,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2013,2,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2013,1,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2014,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2014,3,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2014,2,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2014,1,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2015,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2015,3,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2015,2,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2015,1,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2016,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2016,3,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2016,2,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2016,1,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2017,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2017,3,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2017,2,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2017,1,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2018,4,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2018,3,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2018,2,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2018,1,New York,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1995,4,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
1996,4,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
1997,4,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
1998,4,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
1999,4,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2000,4,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2001,4,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2002,4,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2003,4,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2004,4,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2005,4,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2006,4,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2006,3,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2006,2,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2006,1,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2007,4,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2007,3,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2007,2,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2007,1,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2008,4,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2008,3,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2008,2,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2008,1,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2009,4,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2009,3,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2009,2,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2009,1,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2010,4,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2010,3,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2010,2,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2010,1,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
2011,4,North Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,N.C. GEN. STAT. § 14-313(c) ,1995,1995,
